Activity Period,Activity Period Start Date,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,data_as_of,data_loaded_at
202112,2021/12/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,8751,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,15455,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,13920,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,14391,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,7540,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,7706,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,7783,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,6990,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,3040,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Other,International,G,2763,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,125816,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,128917,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,11984,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 2,D,14905,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Deplaned,Other,International,G,2647,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Enplaned,Other,International,G,2406,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,B,111687,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,B,110347,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,2098,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,2189,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,11153,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,10678,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,5139,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,5755,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,2215,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,854,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,265,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,340,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,110239,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,108616,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 2,D,7306,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 2,D,6675,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,684,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,971,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,9932,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,9496,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,French Bee,BF,French Bee,BF,International,Australia / Oceania,Deplaned,Other,International,A,1170,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,French Bee,BF,French Bee,BF,International,Australia / Oceania,Enplaned,Other,International,A,1289,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,A,2614,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,French Bee,BF,French Bee,BF,International,Europe,Deplaned,Other,International,A,1680,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,French Bee,BF,French Bee,BF,International,Europe,Enplaned,Other,International,A,1355,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,2811,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,International,A,24246,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,International,A,25740,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,12629,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,12654,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,11150,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,10907,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,2634,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,2289,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Jazz Aviation,QK,Air Canada,AC,International,Canada,Deplaned,Other,International,G,5549,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Jazz Aviation,QK,Air Canada,AC,International,Canada,Enplaned,Other,International,G,5720,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,Terminal 1,B,53194,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,Terminal 1,B,51253,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,JetBlue Airways,B6,JetBlue Airways,B6,International,Mexico,Deplaned,Low Fare,Terminal 1,B,2391,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,JetBlue Airways,B6,JetBlue Airways,B6,International,Mexico,Enplaned,Low Fare,Terminal 1,B,2876,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5617,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,5739,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,2152,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,2192,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,11314,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,11902,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,4914,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,5401,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Qatar Airways,QR,Qatar Airways,QR,International,Middle East,Deplaned,Other,International,A,6900,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Qatar Airways,QR,Qatar Airways,QR,International,Middle East,Enplaned,Other,International,A,7706,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,2299,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,2658,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,5489,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,4749,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,SkyWest Airlines,OO,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,B,4562,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,SkyWest Airlines,OO,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,B,4697,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,15085,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,15332,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,26240,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,37884,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,94420,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,98032,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,3460,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,3925,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,70037,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,69786,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,208,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,5652,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,5484,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5307,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5161,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,6344,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,8598,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,TAP Air Portugal,TP,TAP Air Portugal,TP,International,Europe,Deplaned,Other,International,G,2387,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,TAP Air Portugal,TP,TAP Air Portugal,TP,International,Europe,Enplaned,Other,International,G,2329,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,9021,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,10475,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,33313,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,42042,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,173047,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,183106,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,301301,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,294045,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,6,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,24018,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,International,Asia,Enplaned,Other,International,G,23228,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,7615,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,5497,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,International,Central America,Deplaned,Other,International,G,643,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,International,Central America,Enplaned,Other,International,G,924,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,22231,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,International,G,20926,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,24862,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,6445,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,1267,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,F,20413,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Other,International,G,2799,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Other,International,G,2883,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Vietnam Airlines JSC,VN,Vietnam Airlines JSC,VN,International,Asia,Deplaned,Other,International,A,299,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Vietnam Airlines JSC,VN,Vietnam Airlines JSC,VN,International,Asia,Enplaned,Other,International,A,854,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,3294,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,2742,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,1238,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202112,2021/12/01,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,1439,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Deplaned,Other,International,G,1827,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,"Aer Lingus, Ltd.",EI,"Aer Lingus, Ltd.",EI,International,Europe,Enplaned,Other,International,G,1431,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,12696,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,10394,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,10503,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,8754,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,5884,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,4717,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,7253,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,6777,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,1718,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Enplaned,Other,International,G,1869,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,78920,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,76958,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,11256,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 2,D,9302,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Deplaned,Other,International,G,2635,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,"All Nippon Company Airways, Ltd.",NH,"All Nippon Company Airways, Ltd.",NH,International,Asia,Enplaned,Other,International,G,1817,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,B,79296,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,B,73998,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,1608,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,2096,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,7867,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,7304,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,5328,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,4783,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,170,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,2,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,403,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,485,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,73470,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,70069,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 2,D,4526,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
202201,2022/01/01,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 2,D,4763,2023/11/20 07:01:34 AM,2023/11/20 07:02:25 AM
